away_team,away_team_errors,away_team_hits,away_team_runs,date,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,attendance
Pittsburgh Pirates,0,6,5,2,186.4,"Night Game, on grass",Cincinnati Reds,1,6,4,19, Great American Ball Park,14694
San Diego Padres,1,3,1,2,192.0,"Night Game, on grass",Chicago Cubs,0,4,0,19, Wrigley Field,37828
San Diego Padres,2,10,7,2,204.0,"Day Game, on grass",Chicago Cubs,3,9,4,12, Wrigley Field,34508
Oakland Athletics,0,8,3,2,207.2,"Night Game, on grass",Boston Red Sox,0,17,13,19, Fenway Park,33283
Philadelphia Phillies,2,4,1,2,152.0,"Night Game, on grass",Atlanta Braves,0,10,5,19, Turner Field,13760
St. Louis Cardinals,1,9,5,2,180.0,"Night Game, on grass",Los Angeles Angels of Anaheim,1,4,2,19, Angel Stadium of Anaheim,33378
Detroit Tigers,0,9,5,1,205.60000000000002,"Night Game, on grass",Washington Nationals,0,11,4,19, Nationals Park,24476
Chicago White Sox,0,13,11,1,215.20000000000002,"Night Game, on grass",Texas Rangers,1,17,13,19, Globe Life Park in Arlington,25804
Toronto Blue Jays,1,9,4,1,166.4,"Night Game, on grass",San Francisco Giants,0,6,0,19, AT&T Park,41464
Tampa Bay Rays,1,6,4,1,193.6,"Night Game, on grass",Seattle Mariners,0,11,6,19, Safeco Field,16013
Kansas City Royals,1,9,7,1,191.2,"Night Game, on grass",New York Yankees,0,13,10,19, Yankee Stadium III,39128
Baltimore Orioles,0,14,5,1,181.6,"Night Game, on grass",Minnesota Twins,1,6,3,19, Target Field,21586
Milwaukee Brewers,0,12,10,1,207.2,"Night Game, on grass",Miami Marlins,2,8,2,19, Marlins Park,17225
New York Mets,0,5,2,1,203.2,"Night Game, on grass",Los Angeles Dodgers,1,10,3,19, Dodger Stadium,38858
Cleveland Indians,0,8,4,1,180.79999999999998,"Night Game, on grass",Houston Astros,0,4,0,19, Minute Maid Park,23976
Arizona Diamondbacks,1,14,5,1,192.8,"Night Game, on grass",Colorado Rockies,0,4,1,18, Coors Field,23363
San Diego Padres,0,8,7,1,200.79999999999998,"Night Game, on grass",Chicago Cubs,1,12,8,19, Wrigley Field,34680
Oakland Athletics,2,15,5,1,191.2,"Night Game, on grass",Boston Red Sox,1,16,13,19, Fenway Park,32167
Philadelphia Phillies,0,9,3,1,172.8,"Night Game, on grass",Atlanta Braves,1,6,2,19, Turner Field,14490
St. Louis Cardinals,1,14,8,1,211.2,"Night Game, on grass",Los Angeles Angels of Anaheim,1,7,1,19, Angel Stadium of Anaheim,30679
Detroit Tigers,1,7,4,0,211.2,"Night Game, on grass",Washington Nationals,0,7,5,19, Nationals Park,27153
Chicago White Sox,0,15,8,0,272.8,"Night Game, on grass",Texas Rangers,2,9,4,19, Globe Life Park in Arlington,22958
Toronto Blue Jays,0,7,3,0,203.2,"Night Game, on grass",San Francisco Giants,0,4,1,19, AT&T Park,41256
Kansas City Royals,0,10,3,0,185.60000000000002,"Night Game, on grass",New York Yankees,1,9,6,19, Yankee Stadium III,41243
Milwaukee Brewers,3,5,1,0,191.2,"Night Game, on grass",Miami Marlins,1,12,4,19, Marlins Park,16769
New York Mets,2,8,4,0,192.8,"Night Game, on grass",Los Angeles Dodgers,1,6,2,19, Dodger Stadium,42186
Cleveland Indians,1,3,1,0,198.4,"Night Game, on grass",Houston Astros,1,8,7,19, Minute Maid Park,20222
Arizona Diamondbacks,1,12,10,0,216.8,"Night Game, on grass",Colorado Rockies,0,13,5,18, Coors Field,22053
Pittsburgh Pirates,0,5,2,0,179.20000000000002,"Night Game, on grass",Cincinnati Reds,0,9,3,19, Great American Ball Park,12103
Oakland Athletics,0,11,7,0,253.6,"Night Game, on grass",Boston Red Sox,1,15,14,19, Fenway Park,35227
Los Angeles Dodgers,1,8,4,6,196.0,"Day Game, on turf",Toronto Blue Jays,1,5,2,13, Rogers Centre,46665
Pittsburgh Pirates,0,14,10,6,223.2,"Day Game, on grass",St. Louis Cardinals,0,10,5,13, Busch Stadium III,42441
Colorado Rockies,0,9,2,6,208.0,"Day Game, on grass",San Francisco Giants,0,6,0,13, AT&T Park,41593
New York Mets,0,11,4,6,228.0,"Day Game, on grass",San Diego Padres,2,8,3,13, Petco Park,27461
Boston Red Sox,0,7,5,6,163.2,"Night Game, on grass",New York Yankees,1,3,1,20, Yankee Stadium III,41869
Philadelphia Phillies,1,10,6,6,196.0,"Day Game, on grass",Miami Marlins,1,10,5,13, Marlins Park,19625
Seattle Mariners,2,5,1,6,211.2,"Day Game, on grass",Houston Astros,0,9,5,13, Minute Maid Park,28148
Texas Rangers,0,12,8,6,220.0,"Day Game, on grass",Detroit Tigers,1,6,3,13, Comerica Park,35406
Kansas City Royals,2,9,4,6,211.2,"Day Game, on grass",Cleveland Indians,0,8,5,13, Progressive Field,14463
Milwaukee Brewers,0,7,5,6,194.39999999999998,"Day Game, on grass",Cincinnati Reds,0,6,4,15, Great American Ball Park,22376
Washington Nationals,1,11,3,6,326.4,"Day Game, on grass",Chicago Cubs,1,14,4,13, Wrigley Field,41233
Minnesota Twins,0,7,1,6,168.0,"Day Game, on grass",Chicago White Sox,0,6,3,13, U.S. Cellular Field,23801
Oakland Athletics,0,7,3,6,214.39999999999998,"Day Game, on grass",Baltimore Orioles,1,12,11,13, Oriole Park at Camden Yards,43690
Arizona Diamondbacks,0,9,5,6,256.8,"Day Game, on grass",Atlanta Braves,0,11,3,13, Turner Field,17106
Tampa Bay Rays,0,7,3,6,209.6,"Day Game, on grass",Los Angeles Angels of Anaheim,0,5,1,12, Angel Stadium of Anaheim,41086
Los Angeles Dodgers,0,7,6,5,164.79999999999998,"Day Game, on turf",Toronto Blue Jays,2,9,2,13, Rogers Centre,47156
Oakland Athletics,1,15,8,5,207.2,"Day Game, on grass",Baltimore Orioles,0,7,4,13, Oriole Park at Camden Yards,15110
Arizona Diamondbacks,0,10,4,5,207.2,"Night Game, on grass",Atlanta Braves,1,4,2,19, Turner Field,22178
Tampa Bay Rays,1,8,4,5,189.6,"Night Game, on grass",Los Angeles Angels of Anaheim,2,7,2,18, Angel Stadium of Anaheim,40142
Los Angeles Dodgers,0,10,2,4,204.79999999999998,"Night Game, on turf",Toronto Blue Jays,0,5,5,19, Rogers Centre,42304
Pittsburgh Pirates,1,8,4,4,206.4,"Night Game, on grass",St. Louis Cardinals,0,7,2,19, Busch Stadium III,43093
Colorado Rockies,0,8,4,4,184.0,"Night Game, on grass",San Francisco Giants,1,9,6,19, AT&T Park,41358
New York Mets,0,3,0,4,180.0,"Night Game, on grass",San Diego Padres,0,8,2,19, Petco Park,30108
Boston Red Sox,0,13,2,4,196.0,"Night Game, on grass",New York Yankees,0,6,3,19, Yankee Stadium III,45756
Philadelphia Phillies,1,12,4,4,198.4,"Night Game, on grass",Miami Marlins,0,10,6,19, Marlins Park,19983
Seattle Mariners,1,5,3,4,193.6,"Night Game, on grass",Houston Astros,0,8,6,19, Minute Maid Park,25413
Texas Rangers,1,10,5,4,169.6,"Night Game, on grass",Detroit Tigers,0,2,1,19, Comerica Park,28522
Kansas City Royals,0,9,1,4,190.4,"Night Game, on grass",Cleveland Indians,0,9,7,19, Progressive Field,13587
Milwaukee Brewers,0,8,1,4,203.2,"Night Game, on grass",Cincinnati Reds,0,6,5,19, Great American Ball Park,28249
Washington Nationals,0,9,6,4,193.6,"Day Game, on grass",Chicago Cubs,0,9,8,13, Wrigley Field,39206
Minnesota Twins,1,7,4,4,206.4,"Night Game, on grass",Chicago White Sox,0,14,10,19, U.S. Cellular Field,23054
Arizona Diamondbacks,1,10,7,4,208.8,"Night Game, on grass",Atlanta Braves,2,10,2,19, Turner Field,23514
Tampa Bay Rays,1,11,5,4,189.6,"Night Game, on grass",Los Angeles Angels of Anaheim,0,8,2,19, Angel Stadium of Anaheim,41253
Texas Rangers,0,9,2,3,172.8,"Night Game, on turf",Toronto Blue Jays,1,15,12,19, Rogers Centre,35468
Philadelphia Phillies,0,5,0,3,182.4,"Day Game, on grass",St. Louis Cardinals,1,7,4,12, Busch Stadium III,41818
Colorado Rockies,0,17,17,3,220.0,"Night Game, on grass",San Francisco Giants,2,16,7,19, AT&T Park,41477
New York Mets,1,4,3,3,182.4,"Night Game, on grass",San Diego Padres,0,11,5,19, Petco Park,21608
Arizona Diamondbacks,0,5,0,3,195.20000000000002,"Night Game, on grass",Miami Marlins,0,9,4,19, Marlins Park,16704
Seattle Mariners,0,12,6,3,200.79999999999998,"Night Game, on grass",Houston Astros,0,8,3,19, Minute Maid Park,20151
Detroit Tigers,1,5,4,3,206.4,"Night Game, on grass",Cleveland Indians,1,16,9,18, Progressive Field,10350
Milwaukee Brewers,1,10,5,3,195.20000000000002,"Night Game, on grass",Cincinnati Reds,0,9,9,19, Great American Ball Park,13088
Washington Nationals,0,3,2,3,188.0,"Night Game, on grass",Chicago Cubs,0,8,5,19, Wrigley Field,37564
Boston Red Sox,0,12,7,3,271.2,"Night Game, on grass",Chicago White Sox,0,8,3,19, U.S. Cellular Field,20126
New York Yankees,0,4,0,3,200.0,"Night Game, on grass",Baltimore Orioles,0,7,1,19, Oriole Park at Camden Yards,19598
Texas Rangers,0,8,3,2,171.2,"Night Game, on turf",Toronto Blue Jays,0,7,4,19, Rogers Centre,25229
Los Angeles Dodgers,1,8,5,2,213.6,"Night Game, on turf",Tampa Bay Rays,0,10,8,19, Tropicana Field,13226
Philadelphia Phillies,0,6,4,2,184.79999999999998,"Night Game, on grass",St. Louis Cardinals,0,10,5,19, Busch Stadium III,40725
Colorado Rockies,0,8,2,2,177.6,"Day Game, on grass",San Diego Padres,1,3,0,12, Petco Park,20034
Chicago Cubs,0,13,6,2,220.0,"Day Game, on grass",Pittsburgh Pirates,0,11,2,12, PNC Park,28782
Seattle Mariners,2,16,9,2,196.0,"Day Game, on grass",Oakland Athletics,2,11,8,12, Oakland-Alameda County Coliseum,16238
Atlanta Braves,0,3,0,2,164.79999999999998,"Day Game, on grass",New York Mets,0,8,8,13, Citi Field,31783
Los Angeles Angels of Anaheim,0,12,7,2,224.79999999999998,"Day Game, on grass",Milwaukee Brewers,0,9,3,12, Miller Park,21907
Arizona Diamondbacks,1,9,3,2,196.8,"Night Game, on grass",Miami Marlins,0,8,4,19, Marlins Park,17043
Washington Nationals,1,16,13,2,204.79999999999998,"Day Game, on grass",Kansas City Royals,3,5,2,13, Kauffman Stadium,38610
Minnesota Twins,1,9,4,2,216.8,"Night Game, on grass",Houston Astros,0,14,16,19, Minute Maid Park,20847
Detroit Tigers,0,5,0,2,150.4,"Night Game, on grass",Cleveland Indians,0,5,4,18, Progressive Field,8766
San Francisco Giants,1,9,4,2,187.2,"Day Game, on grass",Cincinnati Reds,0,10,7,12, Great American Ball Park,21333
Boston Red Sox,0,11,5,2,193.6,"Night Game, on grass",Chicago White Sox,0,3,2,19, U.S. Cellular Field,14383
New York Yankees,0,10,7,2,205.60000000000002,"Night Game, on grass",Baltimore Orioles,1,7,0,19, Oriole Park at Camden Yards,15998
Texas Rangers,0,6,1,1,220.0,"Night Game, on turf",Toronto Blue Jays,1,9,3,19, Rogers Centre,24437
Los Angeles Dodgers,0,13,10,1,197.6,"Night Game, on turf",Tampa Bay Rays,1,8,5,19, Tropicana Field,14116
Colorado Rockies,0,5,3,1,193.6,"Night Game, on grass",San Diego Padres,0,9,6,19, Petco Park,20394
Chicago Cubs,1,11,7,1,169.6,"Night Game, on grass",Pittsburgh Pirates,0,3,1,19, PNC Park,22195
Seattle Mariners,0,13,8,1,180.79999999999998,"Night Game, on grass",Oakland Athletics,0,6,2,19, Oakland-Alameda County Coliseum,12584
Atlanta Braves,1,8,3,1,180.79999999999998,"Night Game, on grass",New York Mets,0,1,0,19, Citi Field,27356
Los Angeles Angels of Anaheim,0,9,4,1,185.60000000000002,"Night Game, on grass",Milwaukee Brewers,0,7,5,19, Miller Park,28180
Arizona Diamondbacks,1,9,4,1,197.6,"Night Game, on grass",Miami Marlins,0,8,7,19, Marlins Park,16323
Washington Nationals,0,12,6,1,188.0,"Night Game, on grass",Kansas City Royals,0,11,7,19, Kauffman Stadium,33729
Minnesota Twins,0,7,4,1,181.6,"Night Game, on grass",Houston Astros,1,5,6,19, Minute Maid Park,21153
Detroit Tigers,0,12,3,1,199.20000000000002,"Night Game, on grass",Cleveland Indians,0,10,7,18, Progressive Field,11022
San Francisco Giants,0,10,3,1,188.0,"Night Game, on grass",Cincinnati Reds,0,3,1,19, Great American Ball Park,14309
Boston Red Sox,0,4,1,1,204.79999999999998,"Night Game, on grass",Chicago White Sox,0,5,4,19, U.S. Cellular Field,15025
New York Yankees,2,7,1,1,188.8,"Night Game, on grass",Baltimore Orioles,0,5,4,19, Oriole Park at Camden Yards,16083
Texas Rangers,0,7,2,0,190.4,"Night Game, on turf",Toronto Blue Jays,0,7,1,19, Rogers Centre,25323
Philadelphia Phillies,1,8,3,0,181.6,"Night Game, on grass",St. Louis Cardinals,0,14,10,19, Busch Stadium III,40438
Colorado Rockies,0,9,1,0,181.6,"Night Game, on grass",San Diego Padres,0,6,2,19, Petco Park,19013
Chicago Cubs,0,11,7,0,208.8,"Night Game, on grass",Pittsburgh Pirates,2,7,2,19, PNC Park,18376
Seattle Mariners,0,12,4,0,192.0,"Night Game, on grass",Oakland Athletics,1,6,3,19, Oakland-Alameda County Coliseum,10535
Atlanta Braves,0,9,1,0,169.6,"Night Game, on grass",New York Mets,0,8,4,19, Citi Field,23847
Los Angeles Angels of Anaheim,1,11,5,0,228.0,"Night Game, on grass",Milwaukee Brewers,0,14,8,18, Miller Park,21352
Washington Nationals,0,9,2,0,194.39999999999998,"Night Game, on grass",Kansas City Royals,0,5,0,19, Kauffman Stadium,32394
Minnesota Twins,0,8,6,0,192.8,"Night Game, on grass",Houston Astros,0,5,2,19, Minute Maid Park,18243
San Francisco Giants,0,14,9,0,207.2,"Night Game, on grass",Cincinnati Reds,0,8,6,19, Great American Ball Park,13829
Los Angeles Angels of Anaheim,1,15,9,6,232.8,"Day Game, on grass",Texas Rangers,0,13,6,14, Globe Life Park in Arlington,39401
Chicago White Sox,0,13,7,6,191.2,"Day Game, on grass",Baltimore Orioles,0,8,1,13, Oriole Park at Camden Yards,28803
Colorado Rockies,1,7,6,6,216.8,"Day Game, on grass",Arizona Diamondbacks,0,11,3,13, Chase Field,25458
Los Angeles Angels of Anaheim,2,9,2,5,208.0,"Night Game, on grass",Texas Rangers,0,12,7,19, Globe Life Park in Arlington,41571
Toronto Blue Jays,1,3,3,5,203.2,"Night Game, on turf",Tampa Bay Rays,1,9,4,18, Tropicana Field,14948
Washington Nationals,1,6,6,5,183.2,"Day Game, on grass",St. Louis Cardinals,3,8,1,13, Busch Stadium III,42723
Kansas City Royals,0,5,0,5,164.79999999999998,"Night Game, on grass",Seattle Mariners,0,7,6,19, Safeco Field,43444
Cincinnati Reds,0,6,1,5,207.2,"Night Game, on grass",Pittsburgh Pirates,2,10,5,19, PNC Park,34810
Cleveland Indians,0,9,3,5,184.79999999999998,"Night Game, on grass",Philadelphia Phillies,0,7,4,19, Citizens Bank Park,23636
Houston Astros,0,4,0,5,163.2,"Day Game, on grass",Oakland Athletics,0,5,2,13, Oakland-Alameda County Coliseum,23084
San Francisco Giants,0,6,5,5,194.39999999999998,"Day Game, on grass",New York Mets,1,8,6,16, Citi Field,44466
Detroit Tigers,1,6,4,5,201.6,"Day Game, on grass",Minnesota Twins,2,7,1,13, Target Field,31109
Miami Marlins,0,14,7,5,218.4,"Night Game, on grass",Milwaukee Brewers,1,7,5,18, Miller Park,28193
San Diego Padres,0,9,5,5,189.6,"Night Game, on grass",Los Angeles Dodgers,0,4,2,18, Dodger Stadium,45740
New York Yankees,0,5,0,5,228.0,"Night Game, on grass",Boston Red Sox,1,14,8,19, Fenway Park,37901
Chicago White Sox,2,10,8,5,247.2,"Night Game, on grass",Baltimore Orioles,2,14,7,19, Oriole Park at Camden Yards,29152
Colorado Rockies,0,13,5,5,205.60000000000002,"Night Game, on grass",Arizona Diamondbacks,1,5,2,17, Chase Field,32987
Los Angeles Angels of Anaheim,0,10,2,4,176.0,"Night Game, on grass",Texas Rangers,0,8,4,19, Globe Life Park in Arlington,29589
Toronto Blue Jays,0,7,6,4,188.8,"Night Game, on turf",Tampa Bay Rays,0,9,1,19, Tropicana Field,13679
Washington Nationals,1,7,5,4,193.6,"Night Game, on grass",St. Louis Cardinals,0,10,4,19, Busch Stadium III,45246
Kansas City Royals,0,6,0,4,198.4,"Night Game, on grass",Seattle Mariners,2,1,1,19, Safeco Field,38684
Cincinnati Reds,0,6,1,4,185.60000000000002,"Night Game, on grass",Pittsburgh Pirates,0,7,4,19, PNC Park,29938
Cleveland Indians,1,6,3,4,212.0,"Night Game, on grass",Philadelphia Phillies,0,10,4,19, Citizens Bank Park,18677
Houston Astros,1,7,4,4,200.79999999999998,"Night Game, on grass",Oakland Athletics,0,11,7,19, Oakland-Alameda County Coliseum,20159
San Francisco Giants,0,9,1,4,207.2,"Night Game, on grass",New York Mets,1,12,13,19, Citi Field,39764
Detroit Tigers,0,18,9,4,194.39999999999998,"Night Game, on grass",Minnesota Twins,0,7,2,19, Target Field,23049
Miami Marlins,2,10,6,4,183.2,"Night Game, on grass",Milwaukee Brewers,0,4,3,19, Miller Park,23215
San Diego Padres,0,9,5,4,181.6,"Night Game, on grass",Los Angeles Dodgers,1,6,1,19, Dodger Stadium,49686
Atlanta Braves,0,7,1,4,180.79999999999998,"Day Game, on grass",Chicago Cubs,0,7,6,13, Wrigley Field,34007
New York Yankees,1,6,2,4,200.0,"Night Game, on grass",Boston Red Sox,0,8,4,19, Fenway Park,37115
Chicago White Sox,2,6,3,4,168.0,"Night Game, on grass",Baltimore Orioles,0,8,6,19, Oriole Park at Camden Yards,19912
Colorado Rockies,0,12,9,4,213.6,"Night Game, on grass",Arizona Diamondbacks,0,5,0,18, Chase Field,23004
Philadelphia Phillies,0,6,3,3,214.39999999999998,"Day Game, on grass",Washington Nationals,0,4,0,16, Nationals Park,22112
Miami Marlins,1,9,5,3,201.6,"Night Game, on grass",Los Angeles Dodgers,0,8,3,19, Dodger Stadium,44009
Oakland Athletics,0,6,3,3,186.4,"Day Game, on grass",Detroit Tigers,0,11,7,13, Comerica Park,26200
Milwaukee Brewers,2,6,2,3,252.0,"Day Game, on grass",Chicago Cubs,2,8,7,13, Wrigley Field,32734
Atlanta Braves,2,12,5,3,215.20000000000002,"Night Game, on grass",Boston Red Sox,0,10,3,19, Fenway Park,32232
Chicago White Sox,1,10,2,3,196.0,"Night Game, on grass",Baltimore Orioles,0,15,10,19, Oriole Park at Camden Yards,14568
St. Louis Cardinals,0,3,0,3,160.0,"Night Game, on grass",Arizona Diamondbacks,1,6,3,18, Chase Field,18933
Philadelphia Phillies,0,7,3,2,214.39999999999998,"Night Game, on grass",Washington Nationals,1,2,0,19, Nationals Park,24186
Chicago White Sox,0,7,4,2,203.2,"Night Game, on turf",Toronto Blue Jays,0,4,0,19, Rogers Centre,28759
New York Yankees,0,7,2,2,190.4,"Night Game, on grass",Texas Rangers,0,5,3,19, Globe Life Park in Arlington,35477
Baltimore Orioles,0,3,3,2,188.8,"Night Game, on turf",Tampa Bay Rays,0,4,1,19, Tropicana Field,11850
Houston Astros,0,9,7,2,216.8,"Night Game, on grass",Seattle Mariners,1,10,4,19, Safeco Field,14173
Cincinnati Reds,3,7,2,2,206.4,"Night Game, on grass",New York Mets,2,5,5,19, Citi Field,31481
Cleveland Indians,2,10,6,2,231.2,"Night Game, on grass",Minnesota Twins,2,9,5,19, Target Field,17746
Miami Marlins,0,8,2,2,184.79999999999998,"Night Game, on grass",Los Angeles Dodgers,0,2,0,19, Dodger Stadium,38909
Oakland Athletics,2,8,4,2,216.8,"Night Game, on grass",Detroit Tigers,0,9,9,19, Comerica Park,22636
Pittsburgh Pirates,0,15,9,2,332.8,"Night Game, on grass",Colorado Rockies,0,18,8,18, Coors Field,21354
Atlanta Braves,0,6,4,2,183.2,"Night Game, on grass",Boston Red Sox,1,11,9,19, Fenway Park,33380
St. Louis Cardinals,1,14,11,2,231.2,"Night Game, on grass",Arizona Diamondbacks,1,10,4,18, Chase Field,18339
Kansas City Royals,0,10,2,2,201.6,"Night Game, on grass",Los Angeles Angels of Anaheim,0,5,4,19, Angel Stadium of Anaheim,35142
Philadelphia Phillies,1,9,4,1,220.0,"Night Game, on grass",Washington Nationals,0,7,3,19, Nationals Park,25097
Chicago White Sox,0,15,10,1,176.0,"Night Game, on turf",Toronto Blue Jays,1,4,1,19, Rogers Centre,23726
New York Yankees,0,6,1,1,150.4,"Night Game, on grass",Texas Rangers,0,13,10,19, Globe Life Park in Arlington,26163
Baltimore Orioles,0,9,1,1,190.4,"Night Game, on turf",Tampa Bay Rays,0,7,3,19, Tropicana Field,10988
San Diego Padres,0,7,0,1,164.79999999999998,"Night Game, on grass",San Francisco Giants,0,4,1,19, AT&T Park,41413
Houston Astros,1,3,1,1,183.2,"Night Game, on grass",Seattle Mariners,1,13,11,19, Safeco Field,13821
Cincinnati Reds,0,10,3,1,212.8,"Night Game, on grass",New York Mets,1,8,4,19, Citi Field,26978
Cleveland Indians,0,6,5,1,203.2,"Night Game, on grass",Minnesota Twins,0,14,6,19, Target Field,17493
Miami Marlins,1,11,6,1,183.2,"Night Game, on grass",Los Angeles Dodgers,0,6,3,19, Dodger Stadium,41102
Oakland Athletics,0,10,5,1,180.79999999999998,"Night Game, on grass",Detroit Tigers,0,6,1,19, Comerica Park,22256
Pittsburgh Pirates,1,12,9,1,210.4,"Night Game, on grass",Colorado Rockies,0,8,4,18, Coors Field,20227
Milwaukee Brewers,1,4,3,1,194.39999999999998,"Night Game, on grass",Chicago Cubs,0,7,4,19, Wrigley Field,35861
Boston Red Sox,1,13,11,1,203.2,"Night Game, on grass",Atlanta Braves,0,8,4,19, Turner Field,23487
St. Louis Cardinals,0,11,8,1,195.20000000000002,"Night Game, on grass",Arizona Diamondbacks,0,5,2,18, Chase Field,19074
Kansas City Royals,1,9,4,1,183.2,"Night Game, on grass",Los Angeles Angels of Anaheim,0,14,9,19, Angel Stadium of Anaheim,34428
Kansas City Royals,0,4,1,0,214.39999999999998,"Night Game, on grass",Los Angeles Angels of Anaheim,1,8,6,19, Angel Stadium of Anaheim,31061
Minnesota Twins,1,11,5,6,389.59999999999997,"Day Game, on grass",Washington Nationals,0,16,6,13, Nationals Park,35397
Oakland Athletics,0,5,3,6,190.4,"Day Game, on turf",Toronto Blue Jays,0,11,6,13, Rogers Centre,46300
Miami Marlins,2,14,5,6,202.4,"Day Game, on grass",San Francisco Giants,0,12,4,13, AT&T Park,41509
St. Louis Cardinals,2,14,8,6,236.0,"Day Game, on grass",San Diego Padres,1,9,5,13, Petco Park,37395
Tampa Bay Rays,0,12,8,6,200.0,"Day Game, on grass",New York Yankees,0,6,1,13, Yankee Stadium III,40981
Philadelphia Phillies,2,10,5,6,198.4,"Day Game, on grass",Milwaukee Brewers,1,12,8,13, Miller Park,28131
Baltimore Orioles,1,4,1,6,187.2,"Day Game, on grass",Kansas City Royals,0,11,6,13, Kauffman Stadium,34748
Boston Red Sox,1,16,7,6,304.8,"Night Game, on grass",Houston Astros,3,11,5,19, Minute Maid Park,32416
Cleveland Indians,0,11,6,6,212.0,"Day Game, on grass",Detroit Tigers,0,7,3,13, Comerica Park,31947
Los Angeles Dodgers,2,11,12,6,243.2,"Day Game, on grass",Colorado Rockies,1,11,10,14, Coors Field,35962
